1000 200000
900 466 76
700 259 74
770 960 59
777 200 49
259 702 94
726 926 39
712 690 47
637 195 103
402 669 104
692 10 24
715 987 55
924 930 57
15 461 52
527 125 109
41 877 37
918 792 38
325 150 44
10 423 13
792 223 86
938 862 87
656 720 11
585 376 7
52 817 60
452 625 93
722 86 34
53 523 105
894 711 76
144 786 89
751 754 109
419 448 18
92 52 24
723 768 2
136 949 118
446 353 120
746 679 40
91 109 102
412 280 12
362 632 30
29 339 99
305 710 111
30 100 19
39 457 97
1 655 15
966 676 21
59 794 105
330 455 78
439 445 101
79 678 15
957 112 30
963 925 109
878 764 9
709 134 20
124 459 94
742 898 5
530 695 52
730 595 21
519 200 90
305 110 50
436 116 13
629 278 86
496 442 44
702 758 27
105 118 57
499 629 9
639 669 30
547 174 15
197 147 108
185 989 73
42 727 8
675 866 101
999 270 83
357 279 27
859 98 33
740 956 112
146 495 107
590 309 76
765 976 57
934 72 92
112 861 25
204 210 48
896 981 48
588 905 105
926 271 51
111 6 62
251 365 52
101 958 9
87 116 107
90 779 29
573 33 13
960 852 5
458 427 44
797 658 80
749 126 70
764 743 9
949 965 61
408 554 105
791 604 17
787 563 37
605 79 87
202 794 24
411 182 75
465 787 48
571 719 35
884 189 55
547 551 43
982 39 101
866 653 98
499 461 113
742 137 94
872 27 78
115 101 3
740 986 2
430 232 110
454 112 79
310 135 42
170 460 85
436 878 24
236 555 26
592 318 58
193 929 75
504 931 27
430 838 2
34 255 43
955 379 13
896 191 56
872 33 67
33 309 31
738 551 68
987 977 103
338 637 111
633 321 34
436 793 37
623 639 24
235 735 21
401 730 85
576 9 85
862 479 31
297 693 81
210 529 1
20 686 32
24 591 31
646 351 34
223 674 9
508 577 61
920 115 13
918 651 40
242 220 29
309 284 93
857 378 27
515 405 37
455 148 54
177 141 100
488 734 86
187 658 84
134 752 25
743 270 54
944 704 102
956 439 120
597 414 44
812 423 12
807 271 19
228 809 40
348 864 56
843 543 6
686 196 7
383 816 59
784 102 31
340 895 74
960 990 42
916 879 80
673 946 111
328 359 116
164 179 101
698 187 17
891 678 115
192 530 98
668 813 9
778 59 39
955 985 6
215 722 71
397 128 57
725 718 18
221 865 99
308 775 50
373 651 26
962 179 81
656 486 19
244 619 97
743 604 61
753 922 73
417 940 80
298 715 94
964 757 77
703 276 29
287 743 65
528 704 112
138 153 118
14 888 116
519 774 32
391 962 104
807 608 55
44 45 116
859 973 43
410 607 102
752 971 55
378 515 78
243 702 3
468 614 77
76 570 26
923 140 21
619 438 76
594 59 21
709 52 106
359 299 101
768 253 50
84 411 56
733 161 82
687 6 103
700 461 77
77 694 48
995 170 75
854 985 14
389 511 55
544 506 114
992 807 61
889 845 14
591 110 12
434 727 56
290 207 83
648 252 38
584 12 65
945 501 103
108 604 114
646 732 7
219 14 64
54 302 89
355 882 120
47 486 3
460 944 32
335 707 89
796 414 49
125 684 100
998 393 24
383 97 55
710 780 107
738 801 50
666 351 38
856 594 50
211 550 51
277 914 59
259 239 62
393 330 101
471 121 19
508 852 85
931 480 20
456 146 56
552 908 68
890 113 37
314 520 22
965 511 64
654 277 24
175 779 9
376 976 85
654 917 44
645 262 23
233 597 3
432 72 47
491 464 66
175 697 31
538 249 114
263 576 15
835 643 94
426 418 41
476 576 24
819 369 65
130 747 46
390 617 23
382 103 11
228 719 88
624 396 56
524 518 98
505 200 24
206 625 34
758 473 36
383 758 108
900 937 67
462 657 15
751 570 73
725 363 37
589 627 113
931 309 90
14 252 83
275 781 92
986 907 53
5 719 101
358 764 77
460 545 3
189 806 65
554 696 89
890 708 36
540 803 22
400 690 96
80 990 10
459 805 104
223 322 50
424 444 49
16 57 85
371 232 21
791 971 94
76 987 5
973 280 116
712 337 39
118 139 103
303 401 49
173 276 95
890 777 2
543 306 7
561 226 97
21 640 77
891 863 37
817 79 76
703 342 11
509 366 29
226 637 54
965 815 11
468 602 107
98 279 44
77 777 110
730 727 95
252 31 67
664 691 70
500 132 98
774 622 42
941 489 97
531 325 83
872 244 14
393 343 66
457 223 4
869 673 27
875 451 48
215 928 33
620 285 66
460 858 19
97 639 78
471 417 38
576 151 59
732 11 104
939 315 108
928 991 104
80 207 22
991 465 73
828 105 53
676 692 16
979 218 71
629 478 2
885 903 43
76 165 2
966 872 102
135 958 53
189 787 59
76 119 35
221 356 29
399 375 30
355 720 119
275 980 83
196 773 5
333 44 36
175 625 1
201 1000 89
447 929 17
223 454 103
714 534 27
702 850 79
624 785 82
648 318 68
290 997 93
669 89 69
838 596 97
241 245 102
997 56 97
689 504 5
578 940 119
403 646 63
380 840 12
920 355 85
517 650 37
192 314 72
916 665 116
411 211 50
421 306 4
920 587 86
88 483 108
438 557 99
472 680 46
289 672 52
794 215 80
662 870 117
968 815 96
429 554 14
682 22 79
680 312 86
801 491 94
708 904 17
956 766 106
872 234 112
291 693 20
816 116 34
773 77 79
661 712 93
894 1 75
740 423 105
898 807 10
375 960 10
808 200 104
898 926 58
699 367 57
431 907 63
907 496 29
868 80 60
792 580 11
178 809 54
553 40 119
701 621 76
27 704 78
544 137 60
164 451 44
215 542 64
120 705 42
211 441 35
814 533 16
328 570 75
272 465 10
490 267 102
151 716 120
870 433 113
303 211 96
474 837 67
45 336 60
973 937 102
60 888 62
34 438 1
120 146 77
410 468 51
793 347 10
394 561 102
796 830 10
66 23 93
946 876 36
139 555 91
636 231 96
538 387 19
793 879 90
86 437 74
837 749 115
241 26 4
404 366 107
323 535 30
441 828 24
451 485 67
700 497 112
959 504 44
842 92 48
201 508 102
217 754 36
75 756 63
995 700 40
400 800 2
428 477 111
315 584 102
108 690 8
394 4 112
130 634 68
936 169 18
350 366 95
182 9 36
175 35 17
462 413 119
499 219 59
480 202 6
865 954 1
756 108 34
312 45 1
952 74 46
862 511 20
488 256 114
663 244 114
921 443 27
291 951 24
694 715 111
962 865 47
5 761 91
140 425 109
511 328 61
260 8 25
837 740 105
426 369 105
350 18 10
986 625 114
861 394 48
177 906 75
194 952 1
535 686 37
300 503 64
76 149 116
148 894 46
8 438 60
983 847 88
444 165 2
139 705 16
454 906 37
775 610 59
919 828 58
172 269 74
736 11 35
821 839 49
279 817 1
842 35 12
564 799 68
302 139 108
244 242 36
313 208 110
540 191 72
417 315 6
216 513 48
394 883 22
356 33 89
217 674 25
248 944 118
905 787 7
57 397 24
889 759 30
482 602 28
117 33 23
446 618 24
28 115 70
166 682 93
640 101 62
977 237 42
512 747 27
242 55 93
932 531 19
406 916 95
409 18 37
620 254 19
28 552 71
871 579 52
229 27 80
633 480 95
521 948 51
941 441 28
718 838 37
34 473 115
18 296 11
397 444 71
931 874 25
21 162 23
511 634 25
312 811 20
187 750 117
715 400 106
325 803 41
940 113 52
286 665 86
613 304 80
923 809 26
848 583 65
487 821 114
994 835 109
5 96 51
809 366 81
670 851 19
688 912 47
531 581 2
852 79 47
378 337 50
628 689 18
633 780 25
462 638 37
380 660 117
791 632 83
447 49 57
152 986 7
201 719 40
71 949 73
646 619 3
427 826 19
351 702 94
215 306 83
799 853 101
873 736 71
60 848 6
113 602 110
824 54 48
952 99 92
199 510 107
377 832 19
410 273 98
257 466 29
863 87 100
354 405 106
500 153 113
367 964 90
387 910 109
511 605 23
70 825 119
21 345 50
874 61 56
873 339 25
335 782 50
64 698 107
87 494 71
27 175 52
64 447 95
755 625 80
321 204 3
303 37 74
439 926 13
739 216 54
281 337 108
424 779 50
223 478 41
27 875 21
753 865 40
658 413 72
1 933 45
162 752 21
731 260 92
715 898 69
60 32 113
196 48 84
251 297 98
373 602 10
545 295 72
51 764 95
147 861 31
774 768 28
913 187 75
729 560 82
903 242 111
132 9 64
329 97 71
522 463 103
397 781 64
688 352 104
646 232 28
278 154 2
956 668 45
274 332 83
492 339 46
243 660 16
436 825 23
943 910 108
430 584 12
849 730 81
816 946 32
293 911 105
363 694 69
793 817 105
832 705 111
199 666 110
415 235 29
344 350 106
559 694 42
653 706 104
468 959 54
142 680 96
128 825 58
49 46 18
801 156 83
553 678 4
205 869 79
80 370 64
514 383 18
572 342 57
939 7 114
126 623 86
754 245 7
732 182 47
992 858 72
351 840 50
952 266 95
597 261 23
705 21 86
614 584 101
88 941 9
38 750 73
227 337 88
982 283 54
82 639 88
470 535 19
816 311 30
42 24 73
91 98 42
962 830 11
736 539 14
62 354 118
741 365 95
424 735 80
471 297 49
329 731 20
698 905 30
983 877 6
894 787 9
362 130 37
516 561 40
462 238 18
654 757 70
236 685 96
208 806 41
404 352 6
792 338 62
933 943 41
97 475 9
377 413 22
630 337 104
53 69 59
318 620 55
765 232 45
622 570 119
625 941 68
586 453 83
157 397 7
416 597 72
418 466 115
358 298 98
185 43 97
64 779 67
402 813 20
113 600 120
574 978 27
990 92 42
974 954 36
904 324 51
614 506 117
859 616 68
856 958 62
14 916 54
922 892 13
74 359 80
286 410 21
614 674 98
510 499 20
621 160 43
555 805 100
50 971 96
135 381 7
736 878 119
244 883 25
532 488 102
927 448 36
27 145 110
662 403 84
308 459 30
877 673 94
564 695 77
261 340 24
396 217 75
153 540 115
619 471 78
447 758 94
82 1000 2
926 929 105
792 55 41
561 690 39
864 889 39
687 727 25
22 559 94
4 514 57
545 878 13
113 288 14
784 748 87
619 208 80
990 243 119
859 487 4
410 217 22
855 88 56
422 843 35
488 290 86
575 30 69
70 580 65
400 172 28
67 754 109
73 763 53
561 155 117
591 431 66
987 744 37
311 332 61
650 765 11
308 258 19
85 933 65
939 891 75
665 383 114
784 246 48
168 363 3
367 443 52
336 397 5
529 960 51
778 895 31
1 694 20
819 12 38
704 440 116
41 881 83
581 454 53
751 193 65
568 449 14
912 657 17
737 443 62
499 868 91
288 72 71
896 110 35
133 39 114
731 5 64
667 769 31
349 437 88
625 380 46
84 420 2
555 80 101
260 134 85
455 132 12
289 601 33
125 877 116
952 462 68
128 996 20
594 852 37
710 202 40
531 78 23
748 321 24
517 772 102
261 209 91
615 966 51
854 36 109
396 708 28
326 998 117
132 125 15
53 115 87
923 231 119
103 481 119
334 920 13
725 728 23
761 690 69
160 372 80
499 867 65
178 330 54
377 557 106
512 736 36
247 281 40
205 90 106
210 739 6
544 238 82
154 144 93
885 543 10
150 921 9
297 192 39
855 454 59
213 758 6
285 513 108
537 916 36
698 221 17
598 435 15
448 657 49
992 146 74
476 947 114
964 209 49
416 874 90
480 364 13
645 993 85
335 941 104
750 705 39
194 297 48
943 546 12
154 369 65
135 483 52
91 18 30
651 611 62
319 60 80
269 755 39
49 356 93
140 946 103
440 412 82
977 716 62
204 492 53
198 193 75
426 313 11
397 60 51
107 487 102
963 473 43
968 106 90
498 666 45
633 514 46
386 832 15
45 582 19
133 496 31
499 20 9
239 923 76
111 865 33
418 419 99
273 157 38
556 730 104
594 392 38
995 8 109
99 353 27
574 453 59
298 30 54
596 729 36
583 873 43
219 61 32
324 953 43
14 426 16
369 534 41
550 732 56
176 720 48
354 610 1
665 945 118
341 806 80
917 569 6
735 166 20
236 748 99
38 156 48
476 61 63
387 624 75
178 958 103
874 250 111
9 430 43
930 39 53
912 819 80
634 746 67
220 758 9
643 113 84
66 214 41
250 872 31
437 193 38
409 485 38
638 887 62
967 521 40
987 947 110
200 998 65
96 112 96
226 754 17
920 281 96
603 666 81
234 491 83
70 19 54
206 344 5
918 604 92
731 750 111
503 297 104
561 598 20
16 805 11
428 762 70
478 951 58
251 21 3
619 320 22
383 779 14
344 612 39
915 188 89
770 719 32
795 987 100
747 13 93
970 169 2
867 148 108
616 906 26
696 575 100
797 546 93
779 876 88
610 670 22
8 376 75
55 846 90
74 38 101
921 942 12
359 911 23
772 604 78
669 498 66
749 977 101
641 724 79
131 640 86
935 493 70
838 627 65
385 903 103
299 406 30
716 413 44
116 210 23
985 377 84
122 862 113
918 342 46
715 967 99
629 169 89
207 757 45
320 420 114
564 989 111
439 358 67
650 357 109
46 457 37
583 168 54
122 594 76
807 928 100
382 839 31
829 306 64
187 477 59
774 68 3
970 238 4
104 245 74
430 709 97
148 294 61
151 306 25
651 660 69
375 882 81
913 695 104
784 646 97
556 60 95
477 985 71
889 79 24
80 338 71
137 385 88
660 293 87
902 820 108
170 680 46
819 496 81
301 420 15
180 776 98
767 586 75
271 640 61
407 947 95
133 73 3
7 174 81
265 522 74
969 215 81
757 155 101
301 699 93
60 274 78
892 9 102
713 972 80
14 647 18
716 684 104
958 949 95
699 686 103
806 839 95
407 470 86
644 848 89
13 80 28
314 98 11
658 179 44
377 572 93
998 7 37
491 979 77
694 539 101
686 168 63
390 34 8
530 335 68
592 493 80
374 196 112
625 242 28
527 69 85
314 835 98
520 980 73
242 146 26
972 247 42
442 74 72
263 827 50
477 300 110
92 294 46
25 410 43
956 344 35
19 380 98
104 844 36
29 482 98
609 681 70
16 514 45
381 410 115
513 627 106
886 845 37
297 358 14
970 622 48
633 545 48
547 47 75
873 44 15
536 152 16
842 775 51
469 139 95
100 808 83
747 470 84
181 61 61
491 530 71
437 710 66
893 385 7
609 950 105
532 871 118
44 522 27
854 937 101
778 607 85
724 754 11
491 15 16
729 971 32
255 67 2
615 833 116
610 721 7
51 327 83
759 468 36
326 55 94
577 794 6
267 949 45
81 786 51
92 143 120
589 594 26
97 99 39
849 479 43
765 345 63
829 470 34
819 803 94
385 551 98
546 604 15
534 42 118
143 158 50
169 614 25
558 35 19
801 554 46
907 914 34
777 144 24
982 519 23
728 129 96
826 81 18
681 607 24
511 270 63
192 184 2
707 6 84
537 743 9
513 747 24
205 284 97
388 635 114
386 395 74
670 728 16
859 541 26
81 928 99
118 599 9
547 797 98
411 538 16
176 882 40
304 491 67
284 429 73
122 608 27
607 953 97
792 257 64
793 182 88
340 965 44
701 488 92
560 444 37
585 744 30
684 151 24
648 520 1
553 443 39
197 61 76
625 550 4
527 880 73
840 152 54
592 131 25
76 744 29
283 112 3
498 747 45
642 929 6
474 128 43
637 259 62
846 215 63
762 159 71
804 35 27
144 34 47
883 332 21
922 912 26
70 680 80
477 731 103
54 599 11
261 238 17
426 207 23
642 590 47
594 766 51
247 607 104
878 445 118
529 866 21
795 784 27
952 503 21
740 60 113
235 147 3
656 795 79
329 530 53
811 771 77
700 180 97
954 304 36
26 973 17
798 77 83
613 161 16
448 202 89
155 438 63
185 417 65
68 784 74
199 307 83
462 567 25
734 885 26
584 982 58
216 773 84
964 79 107
679 109 9
783 698 3
106 638 95
73 307 20
14 261 99
152 677 34
9 469 82
638 280 33
342 418 90
679 5 82
318 196 13
653 754 79
613 286 18
634 696 93
456 499 111
186 838 46
563 388 85
110 846 100
400 654 47
351 169 10
323 423 44
347 506 7
540 810 55
994 522 39
902 830 91
322 1000 103
169 262 67
110 941 90
528 433 94
622 845 98
282 762 7
339 387 26
911 922 68
249 734 22
341 67 108
240 656 7
328 422 3
866 131 36
993 18 55
239 181 40
909 498 41
713 179 46
730 395 60
793 853 108
727 956 27
371 213 20
494 646 113
297 576 23
970 106 31
898 115 97
953 242 10
709 174 120
299 371 14
817 48 17
790 374 18
406 65 52
199 639 15
390 650 81
383 375 65
267 254 11
507 516 86
311 660 64
881 951 79
599 372 11
6 131 87
477 903 87
18 668 31
779 825 19
675 886 63
588 681 3
75 323 82
162 181 65
596 647 110
408 280 2
122 867 15
147 809 105
838 731 17
839 253 67
994 151 112
279 695 90
15 282 41
437 983 66
449 261 111
422 824 81
406 281 98
766 164 13
174 526 107
961 547 83
594 926 46
347 19 61
51 137 92
987 438 20
974 906 9
375 645 53
261 267 13
737 824 72
870 543 115
78 535 53
702 83 117
839 180 89
615 554 62
508 264 46
383 756 94
3 661 12
227 86 107
823 917 30
389 769 97
215 60 61
168 109 26
51 519 114
120 779 42
430 905 118
60 424 24
245 763 8
59 68 16
355 624 105
534 763 24
662 651 27
678 343 20
918 340 83
421 343 104
249 938 100
266 729 10
56 742 71
628 485 40
894 117 34
358 654 6
665 157 17
614 490 76
746 780 73
661 327 117
244 436 17
320 248 89
592 622 88
731 306 111
650 426 117
715 743 70
414 359 60
562 641 59
141 821 32
512 142 25
168 402 2
77 596 89
159 985 94
665 953 65
73 449 97
464 379 35
420 970 94
195 909 115
267 423 91
705 695 4
976 185 19
888 90 45
532 578 96
609 199 17
825 30 26
634 80 78
670 278 77
725 294 70
571 29 94
900 329 120
447 984 52
766 163 89
97 174 10
600 127 2
625 182 100
413 556 92
91 736 106
980 80 63
713 529 34
472 667 30
84 2 41
887 782 35
538 101 59
624 381 36
9 66 62
474 158 7
549 797 105
393 481 8
196 382 27
640 13 62
703 462 70
296 760 64
496 957 71
38 221 62
606 521 9
414 320 28
316 383 23
229 839 71
472 46 90
169 981 33
718 720 25
900 12 46
479 561 31
106 308 112
893 235 8
932 408 94
457 472 70
433 511 105
245 542 111
245 600 73
749 787 42
80 710 77
738 615 111
837 147 43
131 998 55
636 517 95
338 888 68
612 548 88
236 890 11
63 746 64
894 133 114
753 729 41
816 996 68
214 963 4
641 855 83
662 555 1
396 715 11
951 603 8
558 228 112
585 903 4
527 333 11
198 205 43
465 569 107
15 340 105
483 249 86
805 857 4
771 718 71
282 136 22
119 8 105
63 638 2
875 593 18
63 986 50
323 145 10
208 837 95
853 494 26
347 56 101
868 618 66
857 930 31
633 765 53
854 693 86
184 890 39
960 24 78
851 807 94
437 188 50
164 89 52
5 829 11
91 140 11
796 482 111
335 645 10
436 778 88
794 683 12
461 56 10
524 897 94
640 645 118
780 904 64
733 563 107
851 420 109
930 813 64
655 561 71
195 793 6
30 17 18
446 620 64
874 78 39
316 243 6
290 310 28
972 774 40
948 785 51
170 791 72
51 370 42
55 91 65
416 172 21
558 962 23
392 879 119
415 743 115
31 75 24
784 759 114
29 63 8
689 512 12
703 818 99
843 898 46
793 826 50
547 454 69
496 171 42
105 450 22
944 933 66
882 160 65
298 939 31
225 196 56
605 797 35
997 297 56
38 158 52
335 739 104
188 354 26
459 62 113
608 760 66
555 14 93
561 307 71
252 16 103
409 452 118
721 893 62
552 639 63
561 68 70
222 470 90
958 981 110
157 671 44
86 102 14
692 801 94
618 91 76
826 569 8
772 549 4
693 32 98
474 308 48
988 407 42
282 870 109
528 974 13
941 53 87
476 477 42
702 517 39
918 403 75
653 690 4
829 630 80
784 207 13
602 969 10
195 679 94
165 162 93
581 600 63
13 100 50
147 3 29
706 527 89
261 223 115
817 987 112
588 675 63
483 955 51
678 210 43
321 177 85
382 573 84
175 52 71
623 897 119
471 75 60
239 705 54
608 728 1
445 416 26
226 772 79
58 327 92
484 563 77
31 395 3
130 506 83
74 907 103
53 818 75
502 887 87
529 145 88
372 406 98
461 573 66
44 745 52
178 442 109
330 561 83
483 999 99
40 441 104
80 564 54
27 493 9
457 874 4
321 830 105
554 652 116
295 982 102
264 30 92
475 628 41
605 90 85
510 143 40
128 575 13
299 5 15
225 346 26
754 864 112
620 952 8
909 56 99
888 583 14
657 742 113
555 398 78
106 242 30
50 538 113
490 507 37
124 456 49
727 148 77
206 109 60
407 760 51
984 962 86
838 337 20
574 24 45
525 114 112
651 903 1
100 771 45
713 393 112
301 162 39
306 430 100
936 169 41
440 962 13
847 750 53
204 706 4
309 672 76
149 48 73
476 646 102
970 651 83
83 204 8
444 261 28
996 723 65
752 529 55
823 144 61
807 717 85
78 829 57
961 866 105
830 766 80
980 18 116
522 464 8
379 177 92
52 657 66
92 518 76
852 792 7
910 323 52
236 395 83
824 529 30
414 242 74
375 558 106
457 608 2
118 520 7
327 261 119
798 947 53
986 342 87
331 446 33
391 541 93
825 302 120
450 249 42
310 536 10
868 670 103
237 733 115
470 248 37
966 635 60
702 400 74
680 842 11
770 548 79
75 307 89
507 897 50
873 898 114
21 441 117
393 419 52
394 304 111
219 912 39
752 800 49
81 98 24
480 377 27
602 999 110
243 470 61
327 117 67
909 128 101
252 487 79
208 603 100
347 932 42
766 142 120
675 341 46
413 920 40
390 674 5
878 756 76
508 509 38
159 582 40
77 458 83
646 458 76
343 16 64
734 789 8
633 16 26
454 522 82
865 450 71
550 456 36
183 476 38
988 989 33
646 388 46
279 280 107
179 965 29
909 459 69
634 302 87
117 345 47
74 83 117
382 818 56
906 720 51
256 233 2
365 673 120
957 465 66
936 104 15
57 598 63
452 404 57
120 57 77
594 74 103
968 96 75
125 20 112
773 993 88
488 99 96
76 68 57
415 271 15
739 790 112
614 957 45
733 735 103
879 837 67
57 283 105
742 281 16
856 661 117
801 430 75
417 871 104
689 227 6
721 921 2
794 626 41
707 563 76
67 827 96
282 893 116
36 520 109
442 688 11
265 584 1
281 275 52
167 272 107
675 339 3
315 895 36
507 91 75
278 857 6
790 235 13
336 225 21
573 370 9
938 468 37
406 172 11
844 605 53
563 985 20
236 459 39
817 512 74
947 174 62
670 363 44
812 585 4
540 306 59
630 956 76
243 929 117
97 883 4
886 658 63
548 147 43
983 347 67
114 853 28
26 3 98
270 851 42
497 428 58
410 703 30
800 499 46
290 188 97
552 532 91
577 637 50
146 558 112
248 227 114
428 241 102
694 129 74
765 807 1
989 665 94
962 1000 112
381 267 116
6 938 10
632 675 79
439 984 72
178 188 61
456 656 91
956 490 63
82 514 80
122 660 68
157 407 59
807 800 46
19 704 53
860 38 43
782 717 55
974 352 109
401 458 14
918 119 115
411 316 19
592 967 90
302 693 120
604 39 54
202 402 33
259 702 61
845 392 33
41 12 6
828 425 68
343 559 91
607 600 36
699 698 68
873 174 110
41 522 88
452 575 10
254 872 116
794 772 57
70 940 93
544 742 6
635 999 42
582 969 41
324 337 51
803 913 13
40 700 7
442 553 88
249 240 1
944 9 53
566 221 79
584 847 105
821 547 75
849 285 40
620 329 120
287 59 113
197 189 19
707 20 25
739 976 103
991 546 70
352 697 24
575 244 21
395 710 3
702 846 16
611 665 10
684 105 41
502 35 91
535 852 42
911 475 59
971 868 62
944 488 118
805 376 60
533 151 7
500 170 56
54 625 89
622 835 112
575 934 25
677 181 111
821 815 5
140 902 102
841 641 94
93 639 107
143 502 79
160 365 4
522 929 17
888 158 114
909 59 11
342 738 48
697 967 107
535 612 4
807 121 77
721 745 111
137 360 95
62 17 119
153 268 65
62 917 10
684 16 25
199 91 13
52 135 4
87 126 43
451 968 119
695 899 30
306 313 39
597 99 65
841 861 9
617 593 80
40 143 46
328 870 25
908 754 114
974 237 102
30 606 79
487 527 35
428 837 19
282 335 76
696 312 32
5 963 53
707 551 86
645 438 15
848 175 84
16 398 17
494 350 104
365 970 63
535 270 19
48 442 30
953 999 53
657 653 9
796 187 26
931 795 80
40 197 89
487 211 102
948 437 79
893 703 50
174 477 65
902 85 95
50 83 70
460 752 27
567 511 103
126 36 111
895 357 71
114 75 65
901 971 119
30 1000 21
319 699 24
47 343 105
477 838 106
28 634 46
30 803 65
667 158 112
795 516 96
764 236 14
193 122 31
363 295 101
328 699 57
114 648 32
102 303 36
635 525 8
256 791 70
960 201 46
101 519 18
647 256 101
829 723 20
929 845 47
196 333 53
820 329 111
13 561 30
213 309 41
967 731 24
394 546 92
765 602 70
80 379 32
653 50 7
478 472 56
317 675 81
738 822 42
949 506 87
456 513 62
404 220 113
792 535 46
369 290 57
389 113 92
653 130 15
619 530 31
618 57 36
514 375 109
174 387 41
351 982 9
55 483 28
495 940 86
28 959 107
742 486 19
93 754 3
226 964 87
315 873 112
280 290 22
907 319 110
128 624 69
176 736 106
803 967 13
641 733 12
479 649 37
535 940 27
792 833 63
822 830 83
127 342 51
741 396 92
935 300 9
103 203 103
969 229 69
212 17 11
950 194 4
239 874 120
612 948 29
161 255 68
860 812 115
780 468 16
141 356 66
539 677 21
765 106 109
846 457 68
225 627 112
455 108 78
825 571 104
922 323 60
820 510 8
25 761 42
300 782 34
128 551 6
743 976 69
467 428 35
214 573 116
207 405 74
316 946 82
190 283 108
482 741 81
905 547 19
469 857 7
65 280 93
805 576 90
436 528 112
267 417 85
354 588 65
632 420 1
315 261 98
831 719 74
760 373 64
109 830 77
225 361 73
307 505 105
50 347 14
520 622 19
693 597 52
88 363 54
44 784 81
773 177 69
193 747 16
300 899 57
40 587 99
165 339 15
930 911 63
709 23 80
407 519 62
606 751 48
829 273 43
760 913 59
203 540 66
946 704 96
960 416 7
544 196 115
177 907 61
603 421 29
78 161 4
185 169 23
182 43 60
966 750 97
389 281 115
126 478 110
721 594 103
90 81 54
256 446 17
362 756 20
423 588 56
538 830 83
762 563 16
335 10 21
486 277 74
528 536 6
919 602 26
265 873 96
461 970 57
50 196 19
939 303 18
379 36 13
865 895 28
566 320 52
127 278 13
790 707 23
721 332 7
703 439 15
807 206 44
34 485 1
637 553 24
595 248 24
187 787 74
244 550 87
104 804 10
300 544 50
156 521 20
360 109 27
809 748 95
381 386 64
628 115 108
781 956 69
595 724 63
744 903 7
228 558 91
984 617 107
509 281 44
866 219 83
921 856 5
75 953 119
734 345 28
442 327 41
640 977 15
429 780 50
878 476 13
140 281 64
364 668 18
97 9 21
337 23 75
793 184 7
672 547 91
856 851 17
101 290 78
161 282 110
36 481 110
785 1 33
346 382 90
67 466 82
912 277 92
79 818 49
47 387 50
934 513 43
761 131 23
933 562 71
945 634 49
610 387 32
290 752 18
245 314 120
892 300 88
198 591 88
242 615 37
900 632 75
819 127 58
373 60 19
245 522 21
400 244 38
479 519 58
615 723 42
272 208 74
81 938 22
456 100 112
359 663 77
400 290 86
138 496 51
866 800 117
319 520 46
501 715 12
864 99 107
629 69 108
409 804 77
966 677 107
301 378 21
364 744 111
748 498 28
444 862 93
447 146 38
141 366 102
715 959 105
856 336 103
714 260 41
137 68 91
798 514 102
284 94 88
751 138 120
368 56 24
144 589 115
573 710 22
93 450 12
974 457 26
997 638 111
247 157 2
797 330 72
461 764 13
625 791 102
923 558 97
666 596 95
242 665 111
511 445 54
179 770 59
33 277 37
178 203 103
869 115 20
791 821 17
312 642 13
502 718 16
664 20 21
77 749 92
114 580 2
92 901 75
953 659 60
945 329 100
607 795 74
863 703 51
165 799 54
213 143 78
841 253 8
421 575 30
307 602 23
473 558 90
879 508 26
239 580 51
233 569 89
849 207 7
879 872 23
222 366 111
781 139 31
98 781 25
482 495 11
690 902 111
721 81 116
972 845 68
571 681 18
304 955 71
450 1000 32
690 324 30
271 254 25
443 244 54
119 212 48
40 889 64
66 780 49
998 572 61
399 655 29
60 555 103
410 87 95
360 677 109
641 664 74
937 497 74
159 369 49
579 560 84
960 710 74
881 270 91
494 906 31
49 536 88
48 639 60
662 684 13
381 638 63
722 105 50
509 234 10
254 62 99
416 16 56
384 522 13
518 555 98
895 780 1
49 765 80
174 481 26
150 115 92
1 121 10
807 285 3
928 794 30
739 350 14
287 849 107
718 499 116
632 671 113
981 464 77
351 970 73
963 639 79
785 52 59
610 373 105
135 720 106
68 401 19
228 867 69
521 137 110
953 261 17
343 7 35
496 810 114
810 710 67
895 71 96
82 412 120
546 488 28
716 799 30
294 578 20
637 214 72
659 813 87
151 674 109
82 306 31
842 533 114
870 263 102
239 265 55
66 569 53
15 194 103
911 79 33
240 705 86
276 47 52
324 543 64
335 437 64
904 257 29
584 315 14
418 233 38
458 30 3
464 345 111
619 401 9
37 314 45
639 260 109
85 56 118
735 135 44
763 576 80
187 34 120
194 380 120
276 923 108
812 558 44
209 70 57
32 691 27
170 357 106
260 1000 32
239 358 40
425 154 27
745 377 91
139 509 87
886 492 120
834 981 85
22 949 66
437 133 5
85 301 111
921 581 43
685 942 10
724 896 19
255 829 110
621 324 3
716 456 50
885 343 13
662 716 12
124 773 7
698 355 120
778 824 30
558 9 113
200 377 47
994 575 120
394 207 31
440 207 79
28 328 10
151 441 2
669 735 101
12 365 33
299 820 63
739 922 118
529 140 61
927 165 78
973 404 103
290 398 39
617 753 108
659 398 106
879 941 53
952 522 110
589 215 75
895 285 113
840 596 39
512 186 60
264 550 88
507 279 17
281 125 52
783 202 105
768 528 63
316 491 68
903 766 80
923 311 58
625 34 77
590 924 58
557 310 116
446 874 103
196 224 101
314 808 32
116 210 1
307 774 7
841 575 77
